playerid,firstname,surname,playerjerseyname,commonname,overallrating,role2,role1,eyebrowcode,skintypecode,haircolorcode,facialhairtypecode,curve,jerseystylecode,agility,tattooback,accessorycode4,gksavetype,positioning,tattooleftarm,hairtypecode,standingtackle,preferredposition3,longpassing,penalties,animfreekickstartposcode,lipcolor,isretiring,longshots,gkdiving,icontrait2,interceptions,shoecolorcode2,crossing,potential,gkreflexes,finishingcode1,reactions,composure,skinsurfacepack,vision,contractvaliduntil,finishing,dribbling,slidingtackle,accessorycode3,accessorycolourcode1,headtypecode,driref,sprintspeed,undershortstyle,height,hasseasonaljersey,tattoohead,preferredposition2,strength,shoetypecode,birthdate,preferredposition1,tattooleftleg,skinmakeup,ballcontrol,phypos,shotpower,trait1,socklengthcode,weight,hashighqualityhead,eyedetail,tattoorightarm,icontrait1,balance,gender,headassetid,gkkicking,defspe,internationalrep,shortpassing,freekickaccuracy,skillmoves,faceposerpreset,usercaneditname,avatarpomid,finishingcode2,aggression,acceleration,paskic,headingaccuracy,iscustomized,runningcode2,modifier,gkhandling,eyecolorcode,jerseysleevelengthcode,accessorycolourcode3,accessorycode1,playerjointeamdate,headclasscode,tattoofront,nationality,preferredfoot,sideburnscode,weakfootabilitytypecode,jumping,personality,gkkickstyle,stamina,firstnameid,accessorycolourcode4,gkpositioning,headvariation,skillmoveslikelihood,trait2,shohan,skintonecode,shortstyle,gkglovetypecode,smallsidedshoetypecode,emotion,runstylecode,muscularitycode,skincomplexion,jerseyfit,accessorycode2,shoedesigncode,shoecolorcode1,hairstylecode,bodytypecode,animpenaltiesstartposcode,pacdiv,defensiveawareness,runningcode1,preferredposition4,volleys,accessorycolourcode2,tattoorightleg,facialhaircolorcode,lastnameid,playerjerseynameid,commonnameid,role3
76044,,,,,57,0,1,1170502,0,0,246,21,1,30,0,0,0,6,0,154,12,-1,37,25,0,0,0,9,54,0,12,31,33,65,57,0,43,32,223101,44,2025,9,9,10,0,0,52,57,33,0,193,3,0,-1,51,163,153238,0,0,0,16,59,43,0,0,78,0,2,0,0,22,0,76044,57,33,1,36,10,0,0,0,0,0,22,33,57,9,0,0,1,59,3,3,0,0,161357,1,0,45,1,0,3,47,2,2,41,8286,0,59,0,0,0,59,2,0,6,501,3,0,0,2,0,0,0,30,0,5,0,54,19,0,-1,12,0,0,0,45229,8286,45230,0
76046,,,,,56,0,31,60201,0,19,0,47,1,66,0,0,0,47,0,1062,40,-1,58,53,0,0,0,46,11,0,28,31,47,73,9,0,52,52,223101,56,2026,51,56,38,0,0,521,58,67,0,173,3,0,-1,44,172,154852,18,0,0,58,47,53,0,1,62,0,2,0,0,65,0,76046,10,37,1,61,44,2,0,0,0,0,45,64,55,41,0,0,0,13,1,0,0,0,161499,1,0,4,1,0,2,37,3,0,56,37666,0,12,0,1,0,50,2,0,0,503,2,0,0,2,2,0,0,30,0,2,0,66,37,0,-1,46,0,0,20,45231,45231,0,0
76047,,,,,54,0,11,60201,0,20,0,32,1,52,0,0,0,26,0,77,58,-1,40,38,0,0,0,22,8,0,56,31,24,79,11,0,52,44,223101,34,2027,23,27,57,0,0,1501,37,67,0,185,3,0,-1,55,40,155400,5,0,0,38,57,42,0,1,70,0,2,0,0,66,0,76047,12,55,1,45,31,1,0,0,0,0,53,65,37,55,0,0,0,5,3,0,0,0,161499,1,0,8,1,0,2,60,3,0,62,488,0,8,0,1,0,28,2,0,0,502,3,0,0,2,2,0,0,30,0,4,0,66,52,0,-1,27,0,0,20,45265,45265,0,0
76051,,,,,58,0,41,60302,0,20,0,39,1,57,0,0,0,62,0,901,16,-1,53,63,0,0,0,53,6,0,15,31,48,69,11,0,55,47,122101,49,2027,60,54,15,0,0,7008,56,60,0,168,3,0,16,50,441,153352,25,0,1,57,50,54,0,1,64,0,2,0,0,72,1,76051,12,20,1,59,42,1,0,0,0,0,42,64,52,64,0,0,0,8,4,0,0,0,161527,1,0,45,1,0,3,61,2,0,53,23729,0,6,0,1,0,57,2,0,0,500,3,0,0,2,0,0,0,30,0,8,0,62,15,0,-1,50,0,0,20,45232,45234,45233,0
76058,,,,,57,0,41,60201,0,0,27,48,1,60,0,0,0,56,0,109,30,-1,41,49,0,0,0,51,13,0,31,31,53,68,13,0,45,49,220001,48,2028,58,57,25,0,0,1002,56,69,0,188,3,0,27,63,173,154019,25,0,0,56,52,60,0,0,78,0,2,0,0,58,0,76058,9,30,1,53,39,1,0,0,0,0,29,65,49,56,0,0,0,7,9,0,0,0,161500,1,0,21,2,0,4,65,3,0,47,32336,0,7,0,1,0,56,9,0,0,503,3,0,0,9,2,0,0,30,0,4,0,67,23,0,-1,54,0,0,21,45235,45235,0,0
76061,,,,,50,0,11,1170502,0,21,0,24,1,50,0,0,0,30,0,184,48,-1,22,40,0,0,0,15,13,0,55,31,30,60,5,0,55,35,224001,35,2025,18,25,48,0,0,517,30,60,0,180,3,0,-1,65,49,154818,5,0,0,21,61,37,0,1,80,0,2,0,0,66,0,76061,5,50,1,33,23,1,0,0,0,0,48,60,30,45,0,0,0,11,9,0,0,0,161394,1,0,159,1,0,3,55,2,0,65,31908,0,6,0,1,0,23,4,0,0,500,3,0,0,4,0,0,0,30,0,1,0,60,50,0,-1,21,0,0,21,25114,25114,0,0
76062,,,,,61,0,38,2150301,0,15,0,59,1,67,0,0,0,60,0,672,39,-1,51,47,0,0,0,50,9,0,33,31,63,76,9,0,42,50,223101,55,2025,61,65,38,0,0,2000,62,69,0,181,3,0,-1,49,51,154276,27,0,0,62,47,57,0,1,77,0,2,0,0,64,0,76062,11,35,1,58,61,2,0,0,0,0,33,71,58,46,0,0,0,7,1,0,0,0,161500,1,0,21,2,0,3,52,3,0,52,29585,0,6,0,2,0,57,2,0,0,501,3,0,0,2,2,0,0,30,0,2,0,70,29,0,-1,48,0,0,6,45236,45236,0,0
76064,,,,,57,0,14,60201,0,0,0,47,1,59,0,0,0,57,0,1078,55,-1,54,53,0,0,0,48,12,0,50,31,46,72,10,0,60,47,223101,54,2025,49,52,54,0,0,2004,53,76,0,175,0,0,-1,65,66,154384,10,0,0,50,66,47,0,0,72,0,2,0,0,70,0,76064,10,51,1,58,40,1,0,0,0,0,64,70,53,50,0,0,1,13,9,0,0,0,161517,1,0,52,1,0,4,63,4,0,72,11638,0,10,0,1,0,49,2,0,0,501,4,0,0,2,0,0,0,30,0,1,0,73,48,0,-1,40,0,0,0,45237,45237,0,0
76065,,,,,55,0,1,60201,0,5,0,13,1,33,0,0,0,7,0,1064,17,-1,29,28,0,0,0,21,53,0,17,31,11,64,55,0,48,50,223101,41,2025,8,11,18,0,0,1540,55,41,0,180,3,0,-1,48,366,154236,0,0,0,26,57,41,0,2,74,0,2,0,0,44,0,76065,55,35,1,27,21,0,0,0,0,0,39,31,55,12,0,0,1,54,3,0,0,0,161500,1,0,21,1,0,3,43,4,0,31,34788,0,57,0,0,0,54,2,0,50,502,3,0,0,2,2,0,0,30,0,2,0,53,13,0,-1,11,0,0,0,45238,45238,0,0
76066,,,,,54,0,14,60201,0,0,0,42,1,55,0,0,0,31,0,660,54,-1,49,31,0,0,0,39,10,0,52,31,51,69,8,0,51,50,223101,46,2027,41,39,52,0,0,17,48,67,0,180,3,0,-1,54,95,154665,10,0,0,58,53,51,0,0,75,0,2,0,0,55,0,76066,12,53,1,59,46,1,0,0,0,0,40,66,52,55,0,0,1,6,3,0,0,0,161499,1,0,21,1,0,3,58,2,0,61,17359,0,14,0,1,0,41,2,0,0,503,3,0,0,2,2,0,0,30,0,1,0,67,51,0,-1,33,0,0,0,11064,11064,0,0
76070,,,,,58,0,18,60201,0,6,0,39,1,54,0,0,0,60,0,227,56,-1,56,53,0,0,0,48,8,0,51,31,40,75,10,0,54,53,223101,52,2026,45,59,55,0,0,2000,61,61,0,180,3,0,-1,52,57,154872,14,0,0,67,56,58,0,0,73,0,2,0,0,66,0,76070,9,54,1,60,43,1,0,0,0,0,62,62,52,54,0,0,0,11,4,0,0,0,161500,1,0,52,1,0,3,54,4,0,61,22650,0,13,0,1,0,49,2,0,0,500,3,0,0,2,2,0,0,30,0,2,0,61,55,0,-1,44,0,0,6,45239,45239,0,0
76072,,,,,56,0,41,2150301,0,0,0,36,1,58,0,0,0,54,0,1071,17,-1,32,62,0,0,0,50,8,0,19,31,37,69,14,0,59,51,224001,49,2025,54,55,20,0,0,2511,56,77,0,176,3,0,14,61,44,154281,25,0,0,54,57,52,0,2,72,0,2,0,0,69,0,76072,10,22,1,46,38,1,0,0,0,0,35,77,42,55,0,0,0,15,9,0,0,0,161517,1,0,52,1,0,2,71,2,0,62,16968,0,7,0,1,0,52,4,0,0,503,4,0,0,4,2,0,0,30,0,1,0,77,20,0,-1,39,0,0,0,45240,45240,0,0
76085,,,,,57,35,41,60201,0,0,27,31,1,68,0,0,0,56,0,82,11,-1,47,56,0,0,0,54,7,0,16,31,50,67,9,0,49,48,224001,55,2027,59,58,18,0,0,1004,59,70,0,175,3,0,23,49,106,153920,25,0,0,59,45,60,0,0,70,0,2,0,0,75,0,76085,7,17,1,51,31,1,0,0,0,0,31,71,49,49,0,0,0,10,3,0,0,0,161633,1,0,38,1,0,2,52,3,0,45,45281,0,5,0,1,0,57,6,0,0,502,3,0,0,6,0,0,0,30,0,2,0,70,14,0,-1,49,0,0,0,45282,45283,45283,0
76086,,,,,64,19,14,60201,0,2,0,48,1,57,0,0,0,54,0,77,65,-1,60,52,0,0,0,44,7,0,66,31,52,79,12,0,66,66,224001,59,2025,41,58,61,0,0,3503,60,59,0,187,0,0,14,69,173,154383,10,0,0,62,65,60,0,1,80,0,2,0,0,53,0,76086,15,63,1,64,44,1,0,0,0,0,69,62,58,60,0,0,1,13,6,0,0,0,161500,1,0,38,1,0,2,68,4,0,55,45241,0,15,0,1,0,47,4,0,0,503,3,0,0,4,0,0,0,30,0,5,0,60,62,0,-1,48,0,0,0,45242,45244,45243,0
76087,,,,,57,0,14,60201,0,0,35,41,1,53,0,0,0,41,0,522,57,14,57,39,0,0,0,42,12,0,56,31,41,77,15,0,54,52,223101,55,2025,40,55,54,0,1,4010,55,60,0,187,3,0,5,66,75,155062,10,0,0,57,60,60,0,1,83,0,2,0,0,56,0,76087,9,56,1,60,36,1,0,0,0,0,56,56,53,59,0,0,1,10,9,0,0,16,161499,1,0,8,1,0,3,64,2,0,50,25858,0,14,0,1,0,44,3,0,0,502,3,0,0,3,2,0,0,30,0,5,0,58,54,0,-1,36,0,0,0,45245,45245,0,0
76091,,,,,55,0,41,2150301,1,3,0,30,1,58,0,0,0,55,0,1077,18,-1,26,52,0,0,0,48,11,0,15,31,29,70,11,0,50,46,223101,39,2026,57,53,13,0,0,2504,54,67,0,178,0,0,12,55,71,154312,25,0,0,53,47,57,0,0,70,0,2,0,0,70,0,76091,10,20,1,45,27,1,0,0,0,0,28,69,36,49,0,0,0,14,9,0,0,8,160566,1,0,55,1,0,3,55,4,0,44,8062,0,12,0,1,0,54,3,0,0,501,3,0,0,3,0,16,0,30,0,1,0,68,17,0,-1,48,1,0,0,6893,6893,0,0
76094,,,,,49,0,1,60201,0,20,0,11,1,34,0,0,0,5,0,1061,10,-1,26,19,0,0,0,8,50,0,14,31,10,63,48,0,43,35,224001,36,2025,9,10,13,0,0,1023,48,31,0,179,3,0,-1,50,59,154942,0,0,0,18,48,37,0,2,70,0,2,0,0,57,0,76094,49,27,1,16,11,0,0,0,0,0,23,25,49,11,0,0,1,50,3,3,0,0,161503,1,0,25,1,0,2,42,2,0,21,36970,0,48,0,0,0,50,4,0,64,500,3,0,0,4,0,0,0,30,0,1,0,50,8,0,-1,9,0,0,20,15412,15412,0,0
76095,,,,,56,0,38,120102,0,20,0,37,1,59,0,0,0,55,0,600,26,-1,48,50,0,0,0,49,11,0,24,31,60,66,8,0,42,48,122101,48,2027,56,57,25,0,0,7005,57,67,0,160,3,0,25,27,363,153633,27,0,1,58,33,66,0,1,56,0,2,0,0,63,1,76095,15,24,1,55,33,2,0,0,0,0,34,65,52,38,0,0,0,15,6,0,0,9,161521,1,0,45,2,0,3,31,3,0,45,11352,0,15,0,2,0,56,2,0,0,501,3,0,0,2,0,0,0,30,0,8,0,66,18,0,-1,47,0,0,6,45246,11352,45247,0
76097,,,,,68,0,11,2150301,0,21,259,45,1,51,0,0,0,47,0,110,67,-1,62,42,0,0,0,52,10,0,66,31,37,75,11,0,65,63,220001,53,2027,33,42,62,0,0,5002,53,68,0,186,3,0,-1,78,323,153818,5,0,0,64,75,61,0,0,76,0,2,0,0,63,0,76097,9,67,1,65,36,1,0,0,0,0,74,67,54,72,0,0,0,8,9,0,0,0,161504,1,0,133,1,0,3,82,4,0,68,11006,0,15,0,1,0,44,9,0,0,502,3,0,0,9,0,0,0,30,0,5,0,68,66,0,-1,37,0,0,21,37977,37977,0,0
76098,,,,,64,0,18,2150301,0,21,0,42,1,64,0,0,0,62,0,1087,62,-1,67,47,0,0,0,57,8,0,73,31,52,72,9,0,70,62,220001,65,2029,52,63,58,0,0,1001,61,62,0,171,3,0,10,58,431,153865,14,0,0,54,59,53,0,0,70,0,2,0,0,73,0,76098,14,59,1,70,44,1,0,0,0,0,60,61,62,52,0,0,0,8,9,0,0,0,161504,1,0,133,1,0,3,58,2,0,62,8787,0,8,0,1,0,53,9,0,0,502,3,0,0,9,0,0,0,30,0,2,0,62,49,0,-1,35,0,0,21,26308,26308,0,0
76103,,,,,52,0,11,60201,0,3,0,29,1,50,0,0,0,20,0,65,51,-1,39,31,0,0,0,19,5,0,46,31,26,61,14,0,42,42,224001,29,2027,24,50,55,0,0,549,49,58,0,190,3,0,-1,61,324,154139,5,0,0,50,58,30,0,0,80,0,2,0,0,48,0,76103,9,52,1,44,25,1,0,0,0,0,45,56,35,59,0,0,0,8,9,0,0,0,161346,1,0,53,2,0,2,62,4,0,63,31156,0,13,0,1,0,24,5,0,0,503,3,0,0,5,2,0,0,30,0,4,0,57,52,0,-1,22,0,0,3,45248,45248,0,0
76105,,,,,61,19,14,2150301,0,0,287,45,1,66,0,0,0,50,0,160,63,-1,58,35,0,0,0,59,6,0,60,31,44,75,5,0,58,51,223101,60,2027,52,60,60,0,0,44,60,63,0,172,3,0,14,55,74,154393,10,0,0,59,60,61,0,0,70,0,2,0,0,70,0,76105,15,60,1,60,36,1,0,0,0,0,66,60,55,44,0,0,1,7,9,0,0,0,160967,1,0,83,1,0,3,49,3,0,66,8286,0,13,0,1,0,53,3,0,0,501,3,0,0,3,0,0,0,30,0,2,0,62,61,0,-1,33,0,0,0,13142,13142,0,0
76106,,,,,67,0,11,70000,0,3,246,38,1,61,0,0,0,39,0,227,67,-1,52,36,0,0,0,25,8,0,64,31,37,72,15,0,66,62,223101,34,2029,33,46,61,0,0,15,52,65,0,190,3,0,-1,78,73,152389,5,0,0,54,73,40,0,2,84,0,2,0,0,51,0,76106,8,66,1,65,27,1,0,0,0,0,72,58,48,69,0,0,0,6,3,0,0,0,161517,1,0,44,1,0,3,75,3,0,62,8787,0,13,0,1,0,33,1,0,0,502,3,0,0,1,2,0,0,30,0,5,0,62,66,0,-1,33,0,0,3,45249,45249,0,0
76107,,,,,60,0,11,60201,0,5,0,28,1,51,0,0,0,30,0,1064,64,-1,46,31,0,0,0,29,15,0,57,31,34,82,10,0,55,49,223101,35,2026,27,46,62,0,0,2501,48,57,0,193,3,0,-1,67,378,155060,5,0,0,50,62,39,0,0,79,0,2,0,0,49,0,76107,14,61,1,52,29,1,0,0,0,0,59,53,42,63,0,0,0,14,2,0,0,0,161496,1,0,21,1,0,3,65,4,0,52,10806,0,9,0,1,0,30,2,0,0,501,3,0,0,2,2,0,0,30,0,4,0,55,59,0,-1,33,0,0,5,45250,45250,0,0
76108,,,,,63,14,18,60201,0,0,29,50,1,70,0,0,0,58,0,650,66,-1,63,48,0,0,0,54,13,0,65,31,49,73,9,0,60,58,220001,59,2028,53,62,62,0,0,1010,64,67,0,182,3,0,10,57,51,153786,14,0,0,65,61,53,0,1,71,0,2,0,0,68,0,76108,8,62,1,66,45,1,0,0,0,0,63,65,59,51,0,0,0,13,9,0,0,0,161505,1,0,126,1,0,3,59,4,0,66,25974,0,12,0,1,0,53,8,0,0,501,3,0,0,8,2,0,0,30,0,2,0,66,61,0,-1,47,0,0,0,33452,33452,0,0
76109,,,,,62,0,35,2150301,1,3,0,59,1,66,0,0,0,63,0,555,39,-1,51,63,0,0,0,46,10,0,24,31,63,71,13,0,53,52,223101,55,2025,64,67,34,0,0,4010,64,67,0,178,3,0,25,52,51,153862,23,0,0,61,51,68,0,1,70,0,2,0,0,70,0,76109,14,34,1,59,49,2,0,0,0,0,41,65,57,48,0,0,0,14,9,0,0,0,161506,1,0,45,1,0,3,52,2,0,58,7107,0,12,0,2,0,61,1,0,0,501,3,0,0,1,0,0,0,30,0,1,0,66,30,0,-1,58,0,0,3,45251,45252,45252,0
76110,,,,,53,0,18,2150301,0,19,0,37,1,62,0,0,0,50,0,1068,47,-1,54,40,0,0,0,36,6,0,52,31,36,70,11,0,51,46,223101,53,2026,29,53,46,0,0,2002,55,64,0,183,3,0,-1,49,29,154623,14,0,0,55,52,51,0,0,70,0,2,0,0,64,0,76110,6,45,1,57,37,1,0,0,0,0,45,68,50,51,0,0,0,10,3,0,0,0,161506,1,0,21,1,0,3,51,2,0,64,21862,0,12,0,1,0,37,2,0,0,501,3,0,0,2,0,0,0,30,0,1,0,66,35,0,-1,37,0,0,19,45253,45253,0,0
76111,,,,,60,0,31,2150301,0,3,0,60,1,75,0,0,0,55,0,1093,40,-1,57,56,0,0,0,53,13,0,36,31,53,79,14,0,60,65,223101,63,2027,53,62,36,0,0,2506,63,66,0,176,3,0,-1,30,72,155117,18,0,0,58,38,59,0,1,68,0,2,0,0,76,0,76111,15,39,1,62,52,2,0,0,0,0,37,73,59,39,0,0,0,15,3,0,0,0,161506,1,0,10,1,0,3,39,3,0,54,29537,0,8,0,3,0,54,2,0,0,501,3,0,0,2,2,0,0,30,0,1,0,69,40,0,-1,52,0,0,20,41892,41892,0,0
76112,,,,,57,0,1,60201,1,26,0,13,1,37,0,0,0,6,0,677,12,-1,19,15,0,0,0,5,55,0,13,31,12,78,62,0,50,26,223101,38,2026,9,8,10,0,0,2019,62,34,0,192,3,0,-1,66,75,155026,0,0,0,13,52,39,0,0,81,0,2,0,0,21,0,76112,52,27,1,16,12,0,0,0,0,0,21,22,52,12,0,0,1,57,1,0,0,0,161506,1,0,49,1,0,2,53,4,0,17,28520,0,52,0,0,0,57,1,0,1,502,3,0,0,1,2,0,0,30,0,4,0,55,12,0,-1,8,0,0,13,29991,29991,0,0
76113,,,,,55,0,14,60201,0,6,0,40,1,52,0,0,0,35,0,1093,55,-1,50,38,0,0,0,39,11,0,56,15,35,70,10,0,50,54,223101,41,2026,35,46,52,0,0,3,50,56,0,192,3,0,14,68,2,154407,10,0,0,54,61,51,0,1,80,0,2,0,0,51,0,76113,6,54,1,56,36,1,0,0,0,0,50,60,46,57,0,0,1,7,3,0,0,0,161504,1,0,17,1,0,4,65,4,0,56,24657,0,10,0,1,0,39,3,0,0,501,3,0,0,3,0,0,0,15,0,4,0,58,51,0,-1,33,0,0,6,45254,45254,0,0
76116,,,,,59,0,11,2150301,0,0,0,29,1,62,0,0,0,29,0,299,64,-1,50,39,0,0,0,20,7,0,59,31,30,81,11,0,52,54,221101,42,2027,29,50,62,0,0,1039,53,66,0,188,3,0,-1,63,361,155181,5,0,0,53,62,48,0,0,71,0,1,0,0,59,0,76116,6,60,1,52,31,1,0,0,0,0,60,63,43,55,0,0,0,13,9,0,0,0,161333,1,0,34,1,0,3,64,3,0,61,169,0,8,0,1,0,31,5,0,0,503,3,0,0,4,0,0,0,30,0,5,0,65,58,0,-1,27,0,0,0,45255,45255,0,0
76122,,,,,56,0,18,2150301,0,1,0,49,1,68,0,0,0,57,0,85,37,-1,58,59,0,0,0,55,13,0,39,31,61,74,7,0,49,49,223101,55,2027,38,58,37,0,0,2508,60,54,0,181,3,0,-1,46,173,154316,14,0,0,63,51,53,0,0,74,0,2,0,0,66,0,76122,8,38,1,61,48,1,0,0,0,0,54,53,58,42,0,0,0,12,1,0,0,0,161507,1,0,21,1,0,3,37,3,0,62,22822,0,11,0,1,0,46,2,0,0,503,3,0,0,2,2,0,0,30,0,1,0,54,38,0,-1,36,0,0,20,45256,45256,0,0
76123,,,,,63,0,14,2150301,0,3,0,40,1,56,0,0,0,37,0,1083,67,-1,60,44,0,0,0,32,8,0,65,31,42,80,15,0,66,55,224001,44,2026,31,55,61,0,0,66,57,63,0,186,3,0,-1,73,103,154949,10,0,0,60,64,50,0,0,73,0,2,0,0,61,0,76123,6,63,1,64,35,1,0,0,0,0,66,60,52,53,0,0,1,14,9,0,0,0,161571,1,0,38,1,0,3,66,4,0,45,45257,0,12,0,1,0,36,4,0,0,503,2,0,0,4,0,0,0,30,0,4,0,62,60,0,-1,32,0,0,0,45258,10525,45259,0
76124,,,,,56,0,18,2150301,0,3,0,33,1,57,0,0,0,59,0,1064,49,-1,56,39,0,0,0,47,9,0,51,31,40,75,7,0,55,39,223101,57,2026,39,53,45,0,0,17,54,63,0,189,3,0,-1,58,362,154532,14,0,0,57,57,49,0,0,75,0,2,0,0,52,0,76124,13,46,1,60,30,2,0,0,0,0,57,68,52,46,0,0,0,11,1,0,0,0,161572,1,0,42,2,0,4,55,4,0,57,18578,0,14,0,1,0,43,2,0,0,501,3,0,0,2,2,0,0,30,0,4,0,65,40,0,-1,36,0,0,0,45260,45260,0,0
76127,,,,,53,18,12,60201,0,0,0,44,1,66,0,0,0,47,0,109,56,-1,51,43,0,0,0,44,10,0,48,31,44,71,14,0,55,48,220001,52,2025,45,53,52,0,0,1016,56,67,0,180,0,0,14,55,18,154913,5,0,0,56,54,48,0,1,72,0,2,0,0,63,0,76127,7,52,1,56,41,1,0,0,0,0,50,61,51,50,0,0,0,8,9,0,0,0,161502,1,0,14,1,0,3,55,3,0,54,45261,0,6,0,1,0,45,9,0,0,501,3,0,0,9,0,0,0,30,0,1,0,64,51,0,-1,38,0,0,0,45262,45262,0,0
76132,,,,,55,0,31,2150301,0,3,0,44,1,60,0,0,0,56,0,275,30,-1,45,50,0,0,0,34,9,0,24,31,45,75,9,0,52,55,224001,51,2027,40,60,34,0,0,1023,61,65,0,180,3,0,-1,60,49,155078,18,0,0,65,53,59,0,0,80,0,2,0,0,60,0,76132,9,33,1,54,44,1,0,0,0,0,44,66,49,39,0,0,0,9,9,0,0,0,161333,1,0,129,1,0,3,51,3,0,45,25974,0,9,0,1,0,44,5,0,0,500,3,0,0,5,0,0,0,30,0,1,0,65,40,0,-1,50,0,0,3,45263,45263,0,0
76133,,,,,63,0,41,2150301,0,0,16,47,1,68,0,0,0,62,0,110,26,-1,33,52,0,0,0,55,11,0,23,31,53,73,15,0,55,53,220001,52,2027,67,65,24,0,0,1042,64,74,0,181,3,0,-1,59,173,153969,25,0,0,64,51,65,0,2,81,0,2,0,0,67,0,76133,14,27,1,49,34,1,0,0,0,0,30,71,47,63,0,0,0,12,9,0,0,0,161506,1,0,18,2,0,3,69,3,0,49,8787,0,12,0,2,0,63,8,0,0,503,3,0,0,8,2,0,0,30,0,2,0,73,21,0,-1,56,0,0,0,26028,26028,0,0
76134,,,,,56,0,1,70000,0,0,0,10,1,25,0,0,0,4,0,1065,11,-1,29,13,0,0,0,6,56,0,10,31,12,62,55,0,39,33,224001,30,2027,7,6,11,0,0,3519,55,23,0,194,3,0,-1,63,361,152866,0,0,0,18,57,44,0,2,78,0,2,0,0,22,0,76134,59,22,1,18,10,0,0,0,0,0,22,22,59,14,0,0,1,58,9,3,0,0,160421,1,0,55,1,0,3,52,4,0,19,33944,0,57,0,0,0,58,4,0,1,503,3,0,0,4,2,0,0,30,0,5,0,56,9,0,-1,9,0,0,0,33122,33122,0,0
76135,,,,,58,0,7,60201,0,1,246,35,1,52,0,0,0,46,0,291,61,-1,32,44,0,0,0,35,7,0,57,31,45,76,11,0,51,42,223101,36,2025,33,61,68,0,0,20,54,55,0,182,3,0,5,46,220,154690,7,0,0,44,51,36,0,1,70,0,2,0,0,65,0,76135,13,57,1,43,39,1,0,0,0,0,51,68,40,49,0,0,2,6,1,0,0,0,161507,1,0,34,2,0,2,49,4,0,61,32109,0,14,0,1,0,35,2,0,0,501,2,0,0,2,0,0,0,30,0,1,0,61,53,0,-1,30,0,0,1,45264,45264,0,0
76137,,,,,53,0,23,60201,0,5,287,45,1,76,0,0,0,42,0,1072,35,-1,38,45,0,0,0,45,6,0,33,31,52,68,10,0,47,54,223101,46,2028,41,56,26,0,0,4011,57,74,0,174,3,0,-1,46,102,154968,12,0,0,52,47,51,0,0,72,0,2,0,0,72,0,76137,7,35,1,45,41,1,0,0,0,0,36,75,45,34,0,0,1,6,1,0,0,0,161554,1,0,14,2,0,2,44,3,0,57,22036,0,13,0,1,0,44,2,0,0,501,3,0,0,2,0,0,0,30,0,2,0,74,38,0,-1,39,0,0,5,32105,32105,0,0
76138,,,,,55,0,11,60201,0,6,0,29,1,42,0,0,0,16,0,1072,60,-1,29,33,0,0,0,22,12,0,52,31,29,72,7,0,49,54,223101,29,2025,19,27,59,0,0,2027,41,66,0,185,3,0,-1,58,173,155354,5,0,0,56,55,39,0,0,75,0,2,0,0,51,0,76138,14,55,1,50,36,1,0,0,0,0,39,68,37,58,0,0,0,13,3,0,0,0,161507,1,0,21,1,0,3,63,3,0,62,4195,0,6,0,1,0,24,2,0,0,503,3,0,0,2,2,0,0,30,0,4,0,67,51,0,-1,23,0,0,0,19881,19881,0,0
76139,,,,,56,0,35,60201,0,0,0,52,1,68,0,0,0,52,0,673,36,-1,50,34,0,0,0,37,10,0,46,31,58,66,5,0,52,54,223101,49,2025,46,60,41,0,0,3503,59,71,0,183,0,0,12,54,44,154105,23,0,0,56,56,41,0,1,75,0,2,0,0,68,0,76139,12,42,1,56,29,2,0,0,0,0,63,73,53,45,0,0,0,13,4,0,0,0,161507,1,0,49,1,0,3,55,4,0,54,39089,0,8,0,1,0,43,2,0,0,503,3,0,0,2,2,0,0,30,0,1,0,72,44,0,-1,48,0,0,0,45265,45265,0,0
76142,,,,,53,0,14,70000,0,20,0,34,1,63,0,0,0,38,0,35,54,-1,51,44,0,0,0,31,5,0,55,31,36,68,7,0,49,40,223101,32,2027,25,47,52,0,0,15,50,68,0,183,3,0,-1,62,109,154271,10,0,0,49,61,38,0,0,75,0,2,0,0,59,0,76142,8,53,1,50,22,1,0,0,0,0,56,62,42,53,0,0,1,15,9,0,0,0,161506,1,0,48,1,0,2,60,2,0,64,26652,0,6,0,1,0,31,2,0,0,502,3,0,0,2,1,0,0,30,0,1,0,65,51,0,-1,27,0,0,20,45266,26652,0,0
76148,,,,,51,0,18,60201,0,19,0,36,1,64,0,0,0,52,0,127,46,-1,53,38,0,0,0,37,5,0,38,0,44,68,13,0,54,42,223101,48,2026,44,51,46,0,0,9,54,63,0,178,3,0,27,64,2,154263,14,0,0,54,60,48,0,1,75,0,2,0,0,67,0,76148,10,42,1,56,38,1,0,0,0,0,65,64,50,44,0,0,0,9,8,0,0,0,161504,1,0,13,1,0,2,53,3,0,50,2011,0,12,0,1,0,43,2,0,0,501,3,0,0,2,0,0,0,14,0,2,0,63,39,0,-1,36,0,0,6,45267,45267,0,0
