uid,name,revision,origin,playerid,overallrating,preferredposition1,preferredposition2,preferredposition3,preferredposition4,trait1,trait2,icontrait1,icontrait2,role1,role2,role3,role4,role5,skillmoves,weakfootabilitytypecode,acceleration,sprintspeed,agility,balance,jumping,stamina,strength,reactions,aggression,composure,interceptions,positioning,vision,ballcontrol,crossing,dribbling,finishing,freekickaccuracy,headingaccuracy,longpassing,shortpassing,defensiveawareness,shotpower,longshots,standingtackle,slidingtackle,volleys,curve,penalties,gkdiving,gkhandling,gkkicking,gkreflexes,gkpositioning
36030,Yegor Matsenko,Normal,N\A,270551,63,7,-1,-1,-1,0,0,0,0,7,0,0,0,0,1,2,71,74,47,56,74,68,70,58,60,49,60,33,38,57,56,43,37,36,62,56,51,59,44,56,59,60,33,38,39,10,10,10,10,10
36031,Remi Matthews,Normal,N\A,203824,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,44,47,49,39,62,29,66,55,24,34,15,7,39,27,11,22,15,19,15,39,35,12,47,39,15,17,16,14,22,64,63,62,63,62
36032,Faïz Mattoir,Normal,N\A,254471,63,16,12,27,-1,0,0,0,0,27,23,0,0,0,2,2,71,70,70,85,53,49,48,54,35,48,22,60,55,64,60,68,60,48,49,54,63,22,72,54,27,25,58,54,58,10,10,10,10,10
36033,Konrad Matuszewski,Normal,N\A,263509,63,16,7,27,-1,0,0,0,0,27,29,9,0,0,2,1,77,75,60,77,66,74,63,59,56,51,59,58,64,60,63,60,42,35,49,60,62,58,50,60,62,57,27,52,35,10,10,10,10,10
36034,Moses Mawa,Normal,N\A,252434,63,25,-1,-1,-1,0,0,0,0,41,42,0,0,0,2,2,82,82,70,75,84,65,82,60,63,61,29,62,59,63,53,62,61,43,56,41,55,26,65,41,28,26,53,52,58,10,10,10,10,10
36035,Ethan Mbappé,Normal,N\A,278172,63,14,10,-1,-1,0,0,0,0,18,14,0,0,0,2,2,64,58,66,65,52,48,48,59,52,65,58,53,65,66,60,65,51,54,52,67,70,56,64,67,60,57,47,56,53,10,10,10,10,10
36036,Malick Mbaye,Normal,N\A,275288,63,12,23,-1,-1,131072,0,0,0,23,0,0,0,0,2,2,83,81,64,79,68,59,57,46,47,56,22,62,57,67,55,61,67,47,52,51,54,28,68,51,26,27,57,55,59,10,10,10,10,10
36037,Conor McCarthy,Normal,N\A,229771,63,5,-1,-1,-1,128,0,0,0,11,13,0,0,0,1,3,56,55,51,41,74,67,80,58,63,55,62,27,43,52,51,50,21,29,63,53,55,63,40,53,62,63,29,28,33,10,10,10,10,10
36038,Sam McClelland,Normal,N\A,253483,63,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,37,47,34,53,69,62,83,62,60,49,63,25,33,50,33,40,26,29,62,38,50,64,48,38,63,62,34,31,33,10,10,10,10,10
36039,James McConnell,Normal,N\A,278292,63,14,10,-1,-1,0,0,0,0,18,0,0,0,0,1,3,63,65,58,58,61,65,62,61,66,60,56,60,61,65,58,63,51,39,53,63,70,57,50,63,59,56,46,43,49,10,10,10,10,10
36040,Jon McCracken,Normal,N\A,242983,63,0,-1,-1,-1,0,0,0,0,2,0,0,0,0,0,2,39,30,44,49,59,23,64,51,28,45,10,6,44,11,11,7,7,14,13,25,22,9,45,25,12,14,9,10,19,64,62,60,65,62
36041,Patrick McEleney,Normal,N\A,201484,63,18,14,-1,-1,17039360,0,0,0,31,32,33,0,0,2,4,50,55,80,67,56,33,56,61,46,71,51,64,59,66,57,66,60,61,56,64,63,53,64,64,55,47,62,63,61,10,10,10,10,10
36042,Luke McGee,Normal,N\A,225361,63,0,-1,-1,-1,268435456,8,0,0,1,0,0,0,0,0,3,33,42,33,45,50,26,51,58,26,37,14,7,45,27,15,14,13,13,14,43,42,12,46,43,17,20,12,11,30,62,65,61,62,63
36043,Cameron McGeehan,Normal,N\A,206089,63,14,10,18,-1,128,0,0,0,18,14,0,0,0,2,3,67,67,73,74,68,82,70,62,77,60,59,60,59,64,51,63,60,52,57,64,64,58,68,64,61,58,46,53,64,10,10,10,10,10
36044,Conor McGrandles,Normal,N\A,225279,63,14,10,-1,-1,0,0,0,0,18,14,0,0,0,1,3,64,66,63,58,66,80,72,61,83,58,61,58,62,62,60,60,56,40,51,62,64,57,58,62,62,57,39,50,52,10,10,10,10,10
36045,Cameron McJannet,Normal,N\A,236465,63,5,7,-1,-1,0,0,0,0,11,13,7,0,0,1,3,53,53,60,65,66,66,70,56,62,55,60,47,49,52,55,56,45,37,62,55,57,63,50,55,66,65,20,43,29,10,10,10,10,10
36046,Harry McKirdy,Normal,N\A,229398,63,12,23,25,-1,17039360,0,0,0,23,26,0,0,0,2,3,90,90,87,83,54,54,35,59,68,58,32,60,54,60,57,61,58,50,48,49,57,24,60,49,32,35,58,60,56,10,10,10,10,10
36047,Stephen McLaughlin,Normal,N\A,202033,63,7,-1,-1,-1,66056,0,0,0,9,0,0,0,0,2,3,75,73,71,66,65,72,59,58,60,56,58,55,59,58,63,60,55,62,54,54,58,55,67,54,58,55,58,62,58,10,10,10,10,10
36048,Shane McLoughlin,Normal,N\A,233245,63,3,14,-1,-1,128,0,0,0,5,6,22,0,0,2,3,74,77,80,79,63,71,57,59,53,57,57,56,55,61,61,62,55,52,50,58,60,54,66,58,57,55,51,55,45,10,10,10,10,10
36049,Conor McMenamin,Normal,N\A,277551,63,23,12,-1,-1,0,0,0,0,35,36,23,0,0,2,3,80,73,76,67,54,47,51,56,42,55,24,58,53,61,63,65,59,35,38,51,60,27,60,51,30,24,54,61,48,10,10,10,10,10
36050,Paolo Medina,Normal,N\A,244976,63,3,5,-1,-1,2048,0,0,0,5,11,0,0,0,1,3,74,75,74,67,69,66,62,57,60,52,57,55,48,61,60,60,34,34,57,57,59,55,40,57,62,61,34,57,45,10,10,10,10,10
36051,Marcus Johansen Mehnert,Normal,N\A,233444,63,23,12,25,-1,0,0,0,0,35,42,0,0,0,2,4,78,77,72,67,74,73,69,59,74,59,34,62,57,64,49,63,63,49,58,36,57,30,62,36,22,24,57,54,59,10,10,10,10,10
36052,Francisco Meira Meixedo,Normal,N\A,265688,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,32,30,36,43,51,20,53,59,16,39,9,4,35,16,12,13,5,14,14,25,16,5,44,25,14,12,9,14,11,61,63,58,64,64
36053,Filippo Melegoni,Normal,N\A,237382,63,18,12,14,-1,0,0,0,0,31,33,25,0,0,2,2,39,47,65,69,50,65,62,68,49,63,59,64,70,65,59,63,49,57,49,70,70,58,70,70,56,58,47,62,64,10,10,10,10,10
36054,Elias Hoff Melkersen,Normal,N\A,251828,63,25,23,-1,-1,0,0,0,0,42,44,35,0,0,2,4,73,74,78,70,69,75,62,59,67,56,30,63,50,61,51,60,64,48,56,45,56,28,67,45,29,17,59,55,55,10,10,10,10,10
36055,Jon Mellish,Normal,N\A,248774,63,5,14,-1,-1,8388608,0,0,0,11,12,18,0,0,1,3,68,73,54,55,72,91,75,58,66,63,61,57,62,60,50,56,60,51,58,60,63,62,63,60,62,59,51,48,54,10,10,10,10,10
36056,Camilo Mena,Normal,N\A,255361,63,23,12,25,-1,393216,0,0,0,35,36,43,0,0,3,2,79,79,82,81,46,62,40,44,49,59,33,63,57,66,58,68,56,50,38,57,59,40,60,57,40,33,42,59,53,10,10,10,10,10
36057,Adilson Mendes-Martins,Normal,N\A,73414,63,16,12,27,-1,0,0,0,0,27,23,0,0,0,2,4,77,75,72,73,52,60,48,43,35,48,25,54,54,65,64,68,61,48,42,56,63,28,63,56,35,33,55,54,69,10,10,10,10,10
36058,Mateo Mendoza,Normal,N\A,273090,63,5,3,-1,-1,0,0,0,0,11,3,0,0,0,1,4,61,58,55,60,67,69,65,49,55,47,67,33,33,52,44,50,25,32,60,45,55,62,45,45,70,69,35,42,48,10,10,10,10,10
36059,Rodrigo Mendoza Martinez,Normal,N\A,278523,63,14,12,16,-1,0,0,0,0,22,28,0,0,0,2,3,59,60,59,58,53,54,57,63,55,50,60,64,66,62,32,64,60,42,45,62,65,43,50,62,67,53,35,38,42,10,10,10,10,10
36060,Paul Mensah,Normal,N\A,263313,63,23,12,18,27,0,0,0,0,35,31,0,0,0,3,3,80,85,79,70,62,43,51,49,45,44,21,55,58,67,51,66,60,38,50,54,54,20,53,54,21,23,43,42,42,10,10,10,10,10
36061,Juan José Mera,Normal,N\A,273588,63,5,-1,-1,-1,0,0,0,0,12,0,0,0,0,1,2,61,63,40,54,76,55,78,61,61,50,62,24,26,44,30,25,30,27,65,33,42,62,44,33,65,62,29,23,31,10,10,10,10,10
36062,Estrella Merino Gonzalez,Normal,N\A,277264,63,25,-1,-1,-1,0,0,0,0,42,44,0,0,0,1,2,71,72,72,54,57,47,40,69,53,60,28,71,48,65,34,62,62,38,63,35,60,36,62,35,59,37,44,39,56,10,10,10,10,10
36063,George Merloi,Normal,N\A,253438,63,12,18,23,-1,327680,0,0,0,23,31,0,0,0,2,3,76,77,84,83,57,65,55,52,58,60,39,57,57,67,57,67,52,64,42,56,60,36,60,56,35,32,53,64,56,10,10,10,10,10
36064,John Mero,Normal,N\A,255717,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,33,34,38,36,54,24,59,63,26,36,16,11,30,14,13,13,9,12,11,16,18,14,44,16,17,15,6,11,14,65,63,59,60,58
36065,Daniel Mesenhöler,Normal,N\A,222484,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,50,48,34,51,63,33,63,63,21,28,21,17,15,21,18,12,15,15,14,25,32,12,42,25,20,12,17,18,23,63,65,56,62,61
36066,Ivan Mesík,Normal,N\A,255449,63,5,-1,-1,-1,67108864,0,0,0,12,0,0,0,0,1,4,62,61,57,61,77,67,82,58,60,62,59,52,53,64,55,57,35,35,60,64,66,59,60,64,61,60,38,55,32,10,10,10,10,10
36067,Blondon Meyapya,Normal,N\A,261632,63,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,62,73,54,59,73,62,75,61,70,59,60,34,46,52,39,47,31,23,64,42,50,59,43,42,65,63,20,41,27,10,10,10,10,10
36068,Tom Mickel,Normal,N\A,189387,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,44,49,48,36,58,33,59,63,37,41,22,13,15,21,12,13,14,12,14,30,31,12,48,30,10,13,12,14,31,63,61,64,64,60
36069,Cristian Mihai,Normal,N\A,276625,63,10,18,-1,-1,0,0,0,0,14,31,0,0,0,1,3,63,66,59,76,63,80,60,57,58,57,58,41,55,62,50,58,50,48,55,65,69,59,55,65,58,53,52,54,49,10,10,10,10,10
36070,Daniel Mikić,Normal,N\A,256275,63,5,-1,-1,-1,1024,0,0,0,11,12,0,0,0,1,3,80,81,73,70,74,67,67,62,64,56,64,23,44,54,25,47,23,29,58,43,54,64,37,43,65,63,27,21,32,10,10,10,10,10
36072,Noel Milleskog,Normal,N\A,260193,63,12,16,23,25,0,0,0,0,23,24,26,0,0,1,2,81,84,78,58,51,74,47,54,34,55,20,60,49,63,57,61,63,45,34,46,55,25,54,46,32,36,45,51,40,10,10,10,10,10
36073,Matías Mir,Normal,N\A,272413,63,12,14,16,23,0,0,0,0,23,0,0,0,0,2,3,66,75,72,67,64,67,60,51,65,61,62,62,64,60,63,63,55,48,55,62,60,64,50,62,63,64,48,40,60,10,10,10,10,10
36074,Iyad Mohamed,Normal,N\A,264825,63,10,-1,-1,-1,0,0,0,0,15,0,0,0,0,1,3,54,56,56,43,60,61,70,58,64,57,59,45,47,62,49,58,45,39,50,59,65,62,55,59,65,62,31,39,45,10,10,10,10,10
36075,Naeem Mohammed,Normal,N\A,272962,63,25,16,-1,-1,0,0,0,0,41,42,27,0,0,2,3,83,82,79,75,77,63,75,59,38,58,18,64,55,63,33,62,63,35,52,43,55,19,57,43,25,22,50,36,57,10,10,10,10,10
36076,Dinu Moldovan,Normal,N\A,199730,63,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,36,37,32,38,48,36,48,52,28,33,17,13,43,13,25,13,15,22,13,21,24,12,45,21,20,16,18,25,23,64,63,60,63,62
36077,Thaddäus-Monju Momuluh,Normal,N\A,272660,63,12,23,25,-1,0,0,0,0,23,24,35,0,0,2,3,76,83,73,65,57,47,55,52,33,52,16,59,53,65,54,68,64,39,41,49,62,25,71,49,31,27,45,47,59,10,10,10,10,10
36078,Manuel Mónaco,Normal,N\A,273909,63,12,14,23,-1,131072,0,0,0,23,24,22,0,0,2,2,66,64,54,71,48,69,54,54,37,61,55,59,51,67,63,59,59,41,39,64,70,47,60,64,47,51,49,63,59,10,10,10,10,10
36079,Lisandro Montenegro,Normal,N\A,274144,63,14,16,-1,-1,0,0,0,0,22,28,0,0,0,2,4,69,65,57,70,62,68,70,65,60,46,60,58,63,63,60,65,58,41,47,60,66,43,57,60,61,57,45,56,46,10,10,10,10,10
36080,Gavin Beavers,Normal,N\A,271112,58,0,-1,-1,-1,0,1,0,0,2,0,0,0,0,0,2,16,30,31,23,50,23,62,38,20,37,12,7,23,14,10,12,5,10,12,18,26,6,44,18,10,13,8,10,17,60,57,58,61,59
36081,Filip Beckman,Normal,N\A,70105,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,56,54,49,42,65,51,75,60,57,47,58,22,26,50,21,37,23,22,53,29,43,59,38,29,58,56,22,20,34,10,10,10,10,10
36082,Alcides Benítez,Normal,N\A,71546,58,3,-1,-1,-1,0,0,0,0,4,0,0,0,0,1,2,75,69,66,88,40,68,37,46,49,47,58,35,36,58,44,51,27,29,37,37,53,51,38,37,59,51,25,35,37,10,10,10,10,10
36083,Daniel Bennie,Normal,N\A,276561,58,12,16,23,25,0,0,0,0,23,24,43,0,0,1,4,74,72,70,70,63,53,63,55,33,54,14,51,45,60,50,62,60,40,47,47,55,30,44,47,10,17,39,36,61,10,10,10,10,10
36084,Dion Berisha,Normal,N\A,260016,58,16,18,27,-1,0,0,0,0,27,31,0,0,0,1,3,65,62,69,67,46,41,51,48,33,48,25,52,50,63,54,66,53,41,40,49,61,31,48,49,33,37,43,49,51,10,10,10,10,10
36085,James Berry,Normal,N\A,256481,58,16,27,-1,-1,0,0,0,0,27,0,0,0,0,1,3,76,79,71,69,56,63,57,52,58,54,42,52,52,60,52,60,57,46,38,41,46,40,58,41,38,34,48,52,45,10,10,10,10,10
36086,Lewis Billington,Normal,N\A,268540,58,3,5,-1,-1,0,0,0,0,3,11,0,0,0,1,3,68,65,54,51,71,62,72,44,46,44,58,40,34,48,48,47,36,22,58,55,53,56,32,55,58,55,25,27,31,10,10,10,10,10
36087,Luke Bodnar,Normal,N\A,260531,58,10,5,14,-1,16384,0,0,0,14,19,0,0,0,1,3,55,62,55,59,64,69,74,56,60,56,55,40,50,54,40,52,36,38,52,55,58,53,46,55,58,56,29,39,37,10,10,10,10,10
36088,Aaron Bolger,Normal,N\A,236495,58,10,14,-1,-1,16384,0,0,0,14,19,0,0,0,1,3,61,52,65,82,45,69,50,57,70,60,48,41,60,60,44,58,43,47,42,60,61,53,52,60,56,54,42,58,50,10,10,10,10,10
36089,Pépé Bonet,Normal,N\A,253497,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,15,19,36,26,51,22,66,56,16,30,7,8,30,16,10,9,8,14,12,23,18,9,43,23,13,12,7,12,14,60,55,57,59,56
36090,Ryan Boot,Normal,N\A,213408,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,59,56,61,61,64,40,58,53,45,60,27,16,45,29,14,15,12,15,22,42,21,14,40,42,24,15,20,14,22,61,58,53,55,58
36091,Alexandru Borbei,Normal,N\A,277734,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,34,32,42,49,42,22,44,52,15,28,8,7,40,11,13,15,6,12,15,26,27,7,47,26,15,15,8,11,16,57,61,62,53,60
36092,Rowllin Borges,Normal,N\A,231933,58,10,14,-1,-1,0,0,0,0,14,18,0,0,0,1,3,49,54,49,45,61,74,72,51,60,55,59,42,50,51,41,50,38,49,53,54,55,57,48,54,58,54,36,33,40,10,10,10,10,10
36093,Pedro Borges Goncalves,Normal,N\A,271963,58,18,-1,-1,-1,278528,0,0,0,31,0,0,0,0,2,4,75,72,69,76,68,68,67,53,65,48,47,51,56,60,42,61,51,39,51,57,61,36,51,57,59,54,39,39,46,10,10,10,10,10
36094,Mohamed-Amine Bouchenna,Normal,N\A,70474,58,18,25,-1,-1,0,0,0,0,32,41,0,0,0,2,3,78,75,71,70,39,41,34,45,39,51,15,56,49,64,42,64,58,41,29,39,55,15,56,39,20,11,53,59,50,10,10,10,10,10
36095,Manuel Braun,Normal,N\A,275228,58,7,5,-1,-1,0,0,0,0,7,11,0,0,0,1,3,66,68,55,60,63,49,65,42,49,38,55,43,42,59,55,53,36,29,53,43,56,58,32,43,61,57,29,42,30,10,10,10,10,10
36096,Francisco Bregante,Normal,N\A,271905,58,7,-1,-1,-1,0,0,0,0,10,0,0,0,0,1,2,52,53,46,54,55,59,67,48,51,45,58,45,39,47,60,35,36,32,48,42,48,60,33,42,60,63,26,44,35,10,10,10,10,10
36097,Luke Brennan,Normal,N\A,278490,58,27,16,23,-1,0,0,0,0,38,0,0,0,0,2,3,63,63,55,67,56,55,60,51,55,40,45,40,46,67,60,69,53,40,47,54,57,40,47,54,56,55,40,37,45,10,10,10,10,10
36098,Jordan Brewster,Normal,N\A,71964,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,56,53,51,70,56,48,53,58,58,55,59,38,28,59,33,58,31,28,59,58,60,60,56,58,60,58,29,30,36,10,10,10,10,10
36099,Taylan Bulut,Normal,N\A,72315,58,3,5,-1,-1,0,0,0,0,3,0,0,0,0,1,3,64,62,57,51,65,64,63,49,56,46,52,54,42,52,57,55,36,52,57,52,56,53,57,52,60,55,43,56,47,10,10,10,10,10
36100,Jakub Burek,Normal,N\A,72948,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,24,17,33,36,45,21,51,51,20,37,9,8,32,16,14,11,9,12,13,19,16,9,36,19,15,12,10,14,14,59,61,48,58,57
36101,Evan Caffrey,Normal,N\A,267771,58,14,10,-1,-1,0,0,0,0,18,14,0,0,0,1,4,62,65,70,70,57,66,62,55,54,58,55,54,60,59,49,55,55,55,48,55,59,54,55,55,55,50,47,57,52,10,10,10,10,10
36102,Max Caputo,Normal,N\A,262557,58,25,-1,-1,-1,0,0,0,0,44,0,0,0,0,1,3,67,71,66,68,67,56,70,52,54,53,28,60,53,53,40,53,58,40,55,41,57,25,57,41,30,24,48,43,56,10,10,10,10,10
36103,Jarrod Carluccio,Normal,N\A,256324,58,12,16,23,-1,0,0,0,0,24,28,0,0,0,2,3,81,76,78,75,64,66,57,54,55,51,39,54,49,58,50,59,51,41,46,42,49,39,55,42,46,42,47,51,45,10,10,10,10,10
36104,Robert Castellanos,Normal,N\A,261197,58,5,-1,-1,-1,0,0,0,0,11,13,0,0,0,1,4,54,52,32,45,73,56,80,50,48,44,50,24,32,51,28,34,20,20,62,56,44,60,33,56,59,52,28,26,35,10,10,10,10,10
36105,Alexandre Castro,Normal,N\A,69974,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,2,40,35,25,40,54,25,55,43,28,37,9,6,55,12,11,12,8,13,15,21,16,8,44,21,15,14,7,12,12,58,59,58,60,60
36106,Joshua Cavallo,Normal,N\A,245509,58,16,7,27,-1,0,0,0,0,27,0,0,0,0,2,3,71,65,77,76,48,63,49,51,63,57,52,50,55,58,59,58,42,51,44,54,56,47,54,54,52,52,40,60,43,10,10,10,10,10
36107,Antonio Ceza,Normal,N\A,263141,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,62,63,42,58,63,48,56,63,48,58,61,27,27,34,28,22,16,17,62,25,36,59,32,25,66,63,19,29,30,10,10,10,10,10
36108,Jacob Chapman,Normal,N\A,256474,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,27,22,25,48,42,23,46,42,26,27,7,5,39,19,12,12,6,10,12,27,29,6,47,27,10,10,8,10,18,60,59,63,59,58
36109,Pratik Chaudhari,Normal,N\A,248313,58,5,3,-1,-1,0,0,0,0,11,3,0,0,0,1,2,47,49,42,41,71,64,77,43,74,45,57,26,36,42,29,39,21,25,50,31,35,59,35,31,59,58,28,24,31,10,10,10,10,10
36110,Sidiki Chérif,Normal,N\A,277485,58,16,12,27,-1,0,0,0,0,27,23,0,0,0,2,3,66,69,59,59,55,51,57,39,36,50,26,52,56,60,61,63,54,41,47,41,53,27,63,41,32,27,48,43,58,10,10,10,10,10
36111,Adi Chică-Roșă,Normal,N\A,73404,58,25,-1,-1,-1,0,0,0,0,41,0,0,0,0,1,2,60,63,48,56,69,58,67,52,32,53,18,59,43,59,31,50,62,26,65,28,40,19,58,28,18,19,50,36,62,10,10,10,10,10
36112,Jeremiah Chilokoa-Mullen,Normal,N\A,261382,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,59,58,44,55,63,59,58,52,54,52,54,22,31,59,24,49,22,24,62,50,69,56,32,50,59,54,27,20,33,10,10,10,10,10
36113,Chul Soon Choi,Normal,N\A,176346,58,3,7,-1,-1,0,0,0,0,3,5,7,0,0,2,3,65,53,52,79,67,56,68,46,70,60,57,56,57,58,56,54,42,54,58,53,57,58,47,53,54,58,53,53,52,10,10,10,10,10
36114,Radosław Cielemęcki,Normal,N\A,257300,58,18,-1,-1,-1,0,0,0,0,31,0,0,0,0,1,3,68,68,72,75,51,68,50,56,63,48,49,55,59,59,53,55,46,42,47,59,61,41,57,59,50,43,39,49,45,10,10,10,10,10
36115,Noah Cobb,Normal,N\A,274272,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,68,73,45,59,63,58,59,53,58,42,52,25,34,36,22,34,19,27,57,27,35,61,40,27,68,64,23,29,39,10,10,10,10,10
36116,Fredy Colmán,Normal,N\A,71552,58,12,16,23,-1,0,0,0,0,23,27,0,0,0,2,3,77,76,69,71,54,65,55,38,50,49,39,45,56,59,64,61,51,49,35,39,49,50,69,39,30,49,40,67,55,10,10,10,10,10
36117,Caroline Conti,Normal,N\A,71599,58,14,25,-1,-1,0,0,0,0,18,0,0,0,0,1,3,64,62,60,68,61,45,57,60,56,59,57,61,60,61,58,58,56,52,57,57,60,32,51,57,53,46,40,38,53,10,10,10,10,10
36118,Wilfred Correa,Normal,N\A,71671,58,18,10,-1,-1,0,0,0,0,31,14,0,0,0,1,2,71,70,73,84,39,62,34,67,60,45,42,63,59,55,37,61,44,38,42,53,58,32,49,53,44,56,34,41,44,10,10,10,10,10
36119,Marius Courcoul,Normal,N\A,277484,58,5,10,-1,-1,0,0,0,0,13,14,0,0,0,1,3,56,57,47,64,55,67,59,51,62,46,61,31,35,43,35,31,24,32,51,38,43,58,39,38,64,61,27,25,38,10,10,10,10,10
36120,Trae Coyle,Normal,N\A,243910,58,16,12,27,-1,0,0,0,0,27,0,0,0,0,3,3,74,74,75,75,54,60,65,52,34,53,18,50,53,58,51,57,53,45,27,55,57,15,58,55,27,22,40,52,44,10,10,10,10,10
36121,Billy Crellin,Normal,N\A,241599,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,34,31,31,46,49,24,52,50,17,34,6,4,33,12,13,6,7,11,13,25,19,17,43,25,13,11,6,14,17,58,57,57,61,56
36122,Guilherme da Gama Zimovski,Normal,N\A,71911,58,23,12,-1,-1,0,0,0,0,35,37,23,0,0,2,3,62,68,64,70,56,60,61,45,30,53,25,60,51,60,54,63,60,40,45,50,55,23,57,50,45,40,49,50,56,10,10,10,10,10
36123,Jez Davies,Normal,N\A,277321,58,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,3,68,72,63,69,63,65,59,58,62,55,54,56,54,60,50,57,49,47,55,61,62,52,60,61,54,56,47,53,53,10,10,10,10,10
36124,William Dávila,Normal,N\A,71594,58,18,-1,-1,-1,0,0,0,0,32,0,0,0,0,1,3,60,66,58,75,36,48,42,58,38,56,25,61,64,61,50,55,40,44,40,58,60,35,45,58,36,38,38,35,46,10,10,10,10,10
36125,Luc De Fougerolles,Normal,N\A,279008,58,5,3,7,-1,0,0,0,0,11,0,0,0,0,1,4,65,63,57,64,62,63,57,56,52,51,58,29,37,46,33,45,27,33,59,49,56,61,46,49,60,58,33,28,44,10,10,10,10,10
36126,Gary Deegan,Normal,N\A,181725,58,10,14,-1,-1,36864,0,0,0,14,19,0,0,0,1,3,30,30,42,64,47,63,67,53,76,51,60,29,45,52,47,49,39,43,46,48,61,57,54,48,57,55,41,35,45,10,10,10,10,10
36127,Lorenzo Dellavalle,Normal,N\A,278502,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,55,56,58,49,65,33,62,47,40,38,58,24,26,55,44,30,20,40,63,58,58,54,44,58,65,64,23,23,33,10,10,10,10,10
36128,Mandar Desai,Normal,N\A,228194,58,7,16,27,-1,0,0,0,0,7,9,28,0,0,1,3,79,75,72,79,57,79,55,51,50,48,43,63,41,57,55,57,43,55,42,49,50,56,63,49,52,50,45,58,36,10,10,10,10,10
36129,Dramane Diarra,Normal,N\A,71588,58,16,25,27,-1,0,0,0,0,28,0,0,0,0,2,2,75,72,61,52,62,60,45,58,32,45,20,63,47,56,49,61,57,47,63,33,50,19,67,33,24,20,56,43,51,10,10,10,10,10
36130,Matt Dibley-Dias,Normal,N\A,278220,58,14,10,-1,-1,0,0,0,0,18,0,0,0,0,1,3,67,69,77,83,51,52,50,56,66,63,58,51,58,60,51,61,55,69,47,60,60,54,63,60,51,51,45,65,55,10,10,10,10,10
36131,Mamadou Diop,Normal,N\A,276761,58,0,-1,-1,-1,0,0,0,0,1,0,0,0,0,0,3,34,18,25,29,57,27,70,42,28,29,6,4,33,23,10,19,8,15,11,17,27,7,44,17,12,10,9,13,15,61,54,59,66,53
36132,Albert Iustin Doicaru,Normal,N\A,278964,58,23,12,25,-1,0,0,0,0,35,0,0,0,0,1,3,70,74,73,68,66,58,60,55,42,63,30,56,56,56,50,57,59,35,58,38,56,35,65,38,25,24,58,62,56,10,10,10,10,10
36133,Lukas Dominke,Normal,N\A,72678,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,2,55,60,42,54,68,52,73,49,56,44,57,28,29,41,22,42,19,20,59,39,53,58,42,39,58,59,20,24,38,10,10,10,10,10
36134,Yanfeng Dong,Normal,N\A,225740,58,5,3,-1,-1,0,0,0,0,11,13,3,0,0,1,2,69,80,83,63,64,66,71,53,58,50,58,49,54,54,44,55,23,33,48,43,50,56,27,43,58,59,24,32,38,10,10,10,10,10
36135,Ronald Donkor,Normal,N\A,275294,58,14,10,-1,-1,0,0,0,0,19,14,0,0,0,2,3,62,63,59,77,46,60,47,59,65,55,50,53,54,64,55,68,27,32,46,55,65,50,52,55,58,53,33,33,37,10,10,10,10,10
36136,Stephen Dooley,Normal,N\A,223744,58,14,10,-1,-1,65536,0,0,0,20,15,0,0,0,2,3,55,54,64,63,48,60,59,60,36,58,57,58,58,57,58,55,53,50,43,58,58,54,53,58,56,53,52,55,57,10,10,10,10,10
36137,Andrei Dorobanțu,Normal,N\A,72627,58,14,-1,-1,-1,0,0,0,0,18,0,0,0,0,1,3,66,64,66,67,56,64,57,56,52,50,58,53,59,59,51,57,46,40,49,59,58,50,55,59,56,51,38,49,39,10,10,10,10,10
36138,Amidou Doumbouya,Normal,N\A,278188,58,5,-1,-1,-1,0,0,0,0,11,0,0,0,0,1,3,58,53,49,64,66,62,64,51,59,48,52,30,38,56,32,54,28,34,62,48,59,56,48,48,62,57,32,36,42,10,10,10,10,10
